Product_ID,Segment,Source File,Specific_Category,US_url,IN_url,name,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_discount_pct_calc,US_on_sale,IN_price_current_inr,IN_price_original_inr,IN_price_current_usd,IN_price_original_usd,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,US_detail_selector,US_composition_selector,IN_detail_selector,IN_composition_selector,row_collected_at_local,row_collected_at_utc,fx_rate_live_usd_inr,fx_rate_timestamp_utc
17001208,Women,comparison_jeans,Women_jeans,https://shop.mango.com/us/en/p/women/jeans/wide-leg/high-rise-wide-leg--jeans-with-pockets_17001208,https://shop.mango.com/in/en/p/women/jeans/wide-leg/high-rise-wide-leg--jeans-with-pockets_17001208,High-rise wide leg jeans with pockets - Women | MANGO USA,,79.99,,,,False,4290.0,,46.27,,,,False,33.72,Composition: 100% cotton,"Bangladesh
Dye",button:has-text('Details'),,text=DETAILS,,2026-04-03T06:57:54.214018-04:00,2026-04-03T10:57:54.214041+00:00,92.71386,2026-04-03T10:56:00+00:00
17001212,Women,comparison_jeans,Women_jeans,https://shop.mango.com/us/en/p/women/jeans/wide-leg/wide-leg-pleated-jeans_17001212,https://shop.mango.com/in/en/p/women/jeans/wide-leg/wide-leg-pleated-jeans_17001212,Wide leg pleated jeans - Women | MANGO USA,,69.99,,,,False,3990.0,,43.07,,,,False,26.92,"Composition: 100% cotton | Lining: 65% polyester, 35% cotton","Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-04-03T06:58:42.698200-04:00,2026-04-03T10:58:42.698236+00:00,92.64689,2026-04-03T10:57:00+00:00
17007792,Women,comparison_knitwear,Women_knitwear,https://shop.mango.com/us/en/p/women/sweaters-and-cardigans/plus-sizes/medium-knit-sweater_17007792,https://shop.mango.com/in/en/p/women/sweaters-and-cardigans/plus-sizes/medium-knit-sweater_17007792,Medium-knit sweater - Women | MANGO USA,,69.99,,,,False,4190.0,,45.23,,,,False,24.76,"Composition: 60% acrylic, 37% polyester, 3% wool","China
Dye",text=DETAILS,,text=DETAILS,,2026-04-03T06:59:26.169886-04:00,2026-04-03T10:59:26.169906+00:00,92.64689,2026-04-03T10:57:00+00:00
17007908,Men,comparison_men_knitwear,Men_men_knitwear,https://shop.mango.com/us/en/p/men/sweaters-and-cardigans/basics/fine-knit-wool-blend-sweater_17007908,https://shop.mango.com/in/en/p/men/sweaters-and-cardigans/sweaters/fine-knit-sweater-in-wool-blend_17007908?c=07,Fine-knit wool-blend sweater - Men | MANGO USA,,99.99,,,,False,6290.0,,67.9,,,,False,32.09,"100% cotton T-shirt regular fit | 100% wool fine-knit sweater | 100% cotton cable-knit sweater | Composition: 46% wool, 39% cotton, 15% polyamide","China
Dye",text=DETAILS,,text=DETAILS,,2026-04-03T07:00:08.671031-04:00,2026-04-03T11:00:08.671070+00:00,92.63944,2026-04-03T10:58:00+00:00
17011170,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/long-balloon-dress_17011170?c=01,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/long-balloon-dress_17011170?c=01,Long balloon dress - Women | MANGO USA,,89.99,,,,False,4990.0,,53.87,,,,False,36.12,"Composition: 70% viscose, 30% polyamide | Lining: 100% polyester","China
Dye",text=DETAILS,,text=DETAILS,,2026-04-03T07:00:51.258892-04:00,2026-04-03T11:00:51.258910+00:00,92.63222,2026-04-03T10:59:00+00:00
17014436,Men,comparison_men_shirts,Men_men_shirts,https://shop.mango.com/us/en/p/men/shirts/regular-fit/regular-fit-100-cotton-shirt_17014436,https://shop.mango.com/in/en/p/men/shirts/regular-fit/regular-fit-100-cotton-shirt_17014436,Regular-fit 100% cotton shirt - Men | MANGO USA,,55.99,69.99,-20,20.00,True,4190.0,,45.23,,,,False,10.76,REGULAR-FIT 100% COTTON SHIRT | 100% cotton fabric. Regular fit. Long sleeves with buttoned cuffs. Front button closure. Shirt collar | 100% cotton slim-fit shirt | 100% cotton Oxford shirt | Composition: 100% cotton,"Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-04-03T07:01:33.164115-04:00,2026-04-03T11:01:33.164137+00:00,92.63179,2026-04-03T11:00:00+00:00
17021266,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-open-back-dress_17021266,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-open-back-dress_17021266,Asymmetrical open-back dress - Women | MANGO USA,,350.0,,,,False,20990.0,,226.6,,,,False,123.4,"Composition: 97% viscose, 3% elastane | Lining: 100% polyester","Designed in Barcelona
Manufacture",text=DETAILS,,text=DETAILS,,2026-04-03T07:02:15.073442-04:00,2026-04-03T11:02:15.073500+00:00,92.63179,2026-04-03T11:00:00+00:00
17024433,Men,comparison_men_shirts,Men_men_shirts,https://shop.mango.com/us/en/p/men/shirts/regular-fit/100-cotton-striped-shirt_17024433,https://shop.mango.com/in/en/p/men/shirts/regular-fit/100-cotton-striped-shirt_17024433,100% cotton striped shirt - Men | MANGO USA,,55.99,69.99,-20,20.00,True,4190.0,,45.19,,,,False,10.8,100% COTTON STRIPED SHIRT | Regular fit. 100% cotton fabric. Striped design. Shirt collar. Long sleeves with buttoned cuffs. Front button closure. Rounded hem | 100% cotton slim-fit V-neck t-shirt | 100% cotton slim-fit striped shirt | 100% cotton regular-fit striped shirt | Composition: 100% cotton,"Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-04-03T07:02:56.555876-04:00,2026-04-03T11:02:56.555917+00:00,92.71433,2026-04-03T11:01:00+00:00
17031161,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/long-printed-dress_17031161,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/long-printed-dress_17031161,Long printed dress - Women | MANGO USA,,69.99,,,,False,3990.0,,43.07,,,,False,26.92,"Composition: 85% viscose, 15% polyamide","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-04-03T07:03:38.224988-04:00,2026-04-03T11:03:38.225015+00:00,92.63653,2026-04-03T11:02:00+00:00
17037806,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/black/pleated-a-line-dress_17037806,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/black/pleated-a-line-dress_17037806,Pleated A-line dress - Women | MANGO USA,,49.99,89.99,-44,44.45,True,5190.0,,56.03,,,,False,-6.04,"Composition: 96% polyester, 4% elastane","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-04-03T07:04:20.687979-04:00,2026-04-03T11:04:20.688021+00:00,92.63366,2026-04-03T11:03:00+00:00
