Product_ID,Segment,Source File,Specific_Category,US_url,IN_url,name,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_discount_pct_calc,US_on_sale,IN_price_current_inr,IN_price_original_inr,IN_price_current_usd,IN_price_original_usd,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,US_detail_selector,US_composition_selector,IN_detail_selector,IN_composition_selector,row_collected_at_local,row_collected_at_utc,fx_rate_live_usd_inr,fx_rate_timestamp_utc
17011170,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/long-balloon-dress_17011170?c=01,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/long-balloon-dress_17011170?c=01,Long balloon dress - Women | MANGO USA,,89.99,,,,False,4990.0,,53.32,,,,False,36.67,"Composition: 70% viscose, 30% polyamide | Lining: 100% polyester","China
Dye",text=DETAILS,,text=DETAILS,,2026-04-01T23:34:46.065121-04:00,2026-04-02T03:34:46.065161+00:00,93.57757,2026-04-02T03:33:00+00:00
17021266,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-open-back-dress_17021266,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-open-back-dress_17021266,Asymmetrical open-back dress - Women | MANGO USA,,350.0,,,,False,20990.0,,224.28,,,,False,125.72,"Composition: 97% viscose, 3% elastane | Lining: 100% polyester","Designed in Barcelona
Manufacture",text=DETAILS,,text=DETAILS,,2026-04-01T23:36:08.689145-04:00,2026-04-02T03:36:08.689164+00:00,93.58775,2026-04-02T03:34:00+00:00
17031161,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/long-printed-dress_17031161,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/long-printed-dress_17031161,Long printed dress - Women | MANGO USA,,69.99,,,,False,3990.0,,42.64,,,,False,27.35,"Composition: 85% viscose, 15% polyamide","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-04-01T23:37:31.863451-04:00,2026-04-02T03:37:31.863488+00:00,93.57981,2026-04-02T03:36:00+00:00
17037806,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/black/pleated-a-line-dress_17037806,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/black/pleated-a-line-dress_17037806,Pleated A-line dress - Women | MANGO USA,,49.99,89.99,-44,44.45,True,5190.0,,55.46,,,,False,-5.47,"Composition: 96% polyester, 4% elastane","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-04-01T23:38:13.293244-04:00,2026-04-02T03:38:13.293289+00:00,93.57981,2026-04-02T03:36:00+00:00
17079111,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-dress-with-metallic-detail_17079111,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/draped-dress-with-metallic-detail_17079111,Draped dress with metallic detail - Women | MANGO USA,,139.99,,,,False,7090.0,,75.77,,,,False,64.22,"Composition: 94% polyester, 6% elastane","Vietnam
Dye",text=DETAILS,,text=DETAILS,,2026-04-01T23:41:40.133730-04:00,2026-04-02T03:41:40.133766+00:00,93.57059,2026-04-02T03:40:00+00:00
17082927,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/leopard-midi-dress_17082927,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/leopard-midi-dress_17082927,Leopard midi dress - Women | MANGO USA,,49.99,89.99,-44,44.45,True,4990.0,,53.35,,,,False,-3.36,Composition: 100% polyester,"China
Dye",text=DETAILS,,text=DETAILS,,2026-04-01T23:43:03.009579-04:00,2026-04-02T03:43:03.009629+00:00,93.53555,2026-04-02T03:41:00+00:00
27037154,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/printed-strapless-jumpsuit_27037154,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/printed-strapless-jumpsuit_27037154,Printed strapless jumpsuit - Women | MANGO USA,,89.99,,,,False,4990.0,,53.44,,,,False,36.55,"Composition: 88% viscose, 12% polyamide | Lining: 100% cotton","China
Dye",text=DETAILS,,text=DETAILS,,2026-04-01T23:51:22.735016-04:00,2026-04-02T03:51:22.735049+00:00,93.37771,2026-04-02T03:50:00+00:00
27042538,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-shirt-dress_27042538?c=70,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/belt-shirt-dress_27042538?c=70,Belt shirt dress - Women | MANGO USA,,89.99,,,,False,4990.0,,53.47,,,,False,36.52,100% cotton fabric. Midi design. A-line design. Shirt collar. Short sleeves. Belt loops. Adjustable belt. Front button closure | Composition: 100% cotton,"China
Dye",text=DETAILS,,text=DETAILS,,2026-04-01T23:57:37.761544-04:00,2026-04-02T03:57:37.761577+00:00,93.31809,2026-04-02T03:56:00+00:00
27042539,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/floral-embroidery-dress_27042539,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/floral-embroidery-dress_27042539,Floral embroidery dress - Women | MANGO USA,,139.99,,,,False,6990.0,,74.91,,,,False,65.08,"100% cotton fabric. Midi design. A-line design. Low-cut Neckline. Sleeveless. Wide strap. Back zipper closure. Inner lining | Composition: 100% cotton | Lining: 80% polyester, 20% cotton | Embroidery: 50% cotton, 50% polyester","China
Dye",text=DETAILS,,text=DETAILS,text=COMPOSITION AND CARE,2026-04-01T23:58:19.831209-04:00,2026-04-02T03:58:19.831248+00:00,93.31809,2026-04-02T03:56:00+00:00
27051199,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-scarf_27051199,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-scarf_27051199,Asymmetrical dress with scarf - Women | MANGO USA,,99.99,,,,False,5990.0,,64.19,,,,False,35.8,Composition: 100% polyester | Lining: 100% polyester,"Vietnam
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T00:00:07.499552-04:00,2026-04-02T04:00:07.499599+00:00,93.31665,2026-04-02T03:58:00+00:00
