Product_ID,name,Category,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_on_sale,IN_price_current_inr,IN_price_current_usd,IN_price_original_inr,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,date,exchange_rate,time
04410410,100% LINEN SUIT JACKET - Light beige | ZARA United States,GENERAL,Light beige,169.0,,"
100",True,9550.0,102.58,,"
100",,True,66.42,100% LINEN SUIT JACKET | 100% linen | 100% polyester | / 100% LINEN SUIT JACKET,,2026-04-06,93.1,16:37:44
04324018,VISCOSE-LINEN STRIPED SUIT PANTS WITH SIDE PLEATS - Dark brown | ZARA United States,GENERAL,Dark brown,199.0,, 52,True,11950.0,128.36,, 52,,True,70.64,"Composition: 52% viscose, 48% linen | 48% linen",Morocco,2026-04-06,93.1,16:37:44
04174374,100% LINEN SUIT PANTS - Brown | ZARA United States,GENERAL,Brown,119.0,,"
100",True,6550.0,70.35,,"
100",,True,48.65,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Morocco,2026-04-06,93.1,16:37:44
04173374,100% LINEN DOUBLE BREASTED SUIT JACKET - Brown | ZARA United States,GENERAL,Brown,229.0,,"
100",True,13950.0,149.84,, 100,,True,79.16,100% LINEN DOUBLE BREASTED SUIT JACKET | 100% linen | 62% cotton | 38% polyester | 95% polyester | / 100% LINEN DOUBLE BREASTED SUIT JACKET | 100% certified European grown linen | 62% OCS certified organically grown cotton | 38% RCS-certified recycled polyester | 95% RCS-certified recycled polyester,Morocco,2026-04-06,93.1,16:37:44
04410411,100% LINEN SUIT PANTS - Light beige | ZARA United States,GENERAL,Light beige,79.9,,"
100",True,4350.0,46.72,,"
100",,True,33.18,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Bangladesh,2026-04-06,93.1,16:37:44
04283333,100% LINEN SUIT BLAZER - Light beige | ZARA United States,GENERAL,Light beige,169.0,,"
100",True,9550.0,102.58,,"
100",,True,66.42,100% LINEN SUIT BLAZER | 100% linen | 100% polyester | / 100% LINEN SUIT BLAZER | 100% certified European grown linen | 100% RCS-certified recycled polyester,Morocco,2026-04-06,93.1,16:37:44
04285333,100% LINEN SUIT PANTS - Light beige | ZARA United States,GENERAL,Light beige,79.9,,"
100",True,4350.0,46.72,,"
100",,True,33.18,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Morocco,2026-04-06,93.1,16:37:44
04323019,STRIPED VISCOSE - LINEN SUIT JACKET - Dark brown | ZARA United States,GENERAL,Dark brown,229.0,,"
52",True,13950.0,149.84,,"
52",,True,79.16,48% linen | 55% polyester | 65% cotton | 35% polyester,Morocco,2026-04-06,93.1,16:37:44
04321032,LINEN - LYOCELL DOUBLE BREASTED SUIT JACKET - Black | ZARA United States,GENERAL,Black,199.0,,"
61",True,11950.0,128.36,,"
61",,True,70.64,61% linen | 55% polyester | 65% cotton | 35% polyester,Morocco,2026-04-06,93.1,16:37:44
04375333,100% LINEN SUIT JACKET - Blue / Gray | ZARA United States,GENERAL,Blue / Gray,169.0,,"
100",True,9550.0,102.58,,"
100",,True,66.42,100% LINEN SUIT JACKET | 100% linen | 100% polyester | / 100% LINEN SUIT JACKET | 100% certified European grown linen,Morocco,2026-04-06,93.1,16:37:44
04380333,100% LINEN SUIT PANTS - Blue / Gray | ZARA United States,GENERAL,Blue / Gray,79.9,,"
100",True,4350.0,46.72,,"
100",,True,33.18,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Morocco,2026-04-06,93.1,16:37:44
04286333,100% LINEN DOUBLE-BREASTED SUIT BLAZER - Khaki | ZARA United States,GENERAL,Khaki,169.0,,"
100",True,9550.0,102.58,, 100,,True,66.42,100% LINEN DOUBLE-BREASTED SUIT BLAZER | 100% linen | 100% polyester | / 100% LINEN DOUBLE-BREASTED SUIT BLAZER | 100% certified European grown linen,Morocco,2026-04-06,93.1,16:37:44
04381333,100% LINEN SUIT PANTS - Khaki | ZARA United States,GENERAL,Khaki,79.9,,"
100",True,4350.0,46.72,,"
100",,True,33.18,100% LINEN SUIT PANTS | Composition: 100% linen | / 100% LINEN SUIT PANTS | 100% linen | 100% certified European grown linen,Morocco,2026-04-06,93.1,16:37:44
