Product_ID,Segment,Source File,Specific_Category,US_url,IN_url,name,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_discount_pct_calc,US_on_sale,IN_price_current_inr,IN_price_original_inr,IN_price_current_usd,IN_price_original_usd,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,US_detail_selector,US_composition_selector,IN_detail_selector,IN_composition_selector,row_collected_at_local,row_collected_at_utc,fx_rate_live_usd_inr,fx_rate_timestamp_utc
17011170,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/long-balloon-dress_17011170?c=01,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/long-balloon-dress_17011170?c=01,Long balloon dress - Women | MANGO USA,,89.99,,,,False,4990.0,,53.77,,,,False,36.22,"Composition: 70% viscose, 30% polyamide | Lining: 100% polyester","China
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:15:24.814942-04:00,2026-04-02T08:15:24.814986+00:00,92.80128,2026-04-02T08:14:00+00:00
17021266,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-open-back-dress_17021266,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-open-back-dress_17021266,Asymmetrical open-back dress - Women | MANGO USA,,350.0,,,,False,20990.0,,226.14,,,,False,123.86,"Composition: 97% viscose, 3% elastane | Lining: 100% polyester","Designed in Barcelona
Manufacture",text=DETAILS,,text=DETAILS,,2026-04-02T04:16:49.460931-04:00,2026-04-02T08:16:49.460948+00:00,92.81847,2026-04-02T08:15:00+00:00
17031161,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/long-printed-dress_17031161,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/long-printed-dress_17031161,Long printed dress - Women | MANGO USA,,69.99,,,,False,3990.0,,42.99,,,,False,27.0,"Composition: 85% viscose, 15% polyamide","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:18:13.171402-04:00,2026-04-02T08:18:13.171425+00:00,92.81546,2026-04-02T08:16:00+00:00
17037806,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/black/pleated-a-line-dress_17037806,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/black/pleated-a-line-dress_17037806,Pleated A-line dress - Women | MANGO USA,,49.99,89.99,-44,44.45,True,5190.0,,55.91,,,,False,-5.92,"Composition: 96% polyester, 4% elastane","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:18:55.058371-04:00,2026-04-02T08:18:55.058403+00:00,92.82414,2026-04-02T08:17:00+00:00
17079111,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/draped-dress-with-metallic-detail_17079111,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/draped-dress-with-metallic-detail_17079111,Draped dress with metallic detail - Women | MANGO USA,,139.99,,,,False,7090.0,,76.36,,,,False,63.63,"Composition: 94% polyester, 6% elastane","Vietnam
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:22:26.227565-04:00,2026-04-02T08:22:26.227612+00:00,92.84434,2026-04-02T08:21:00+00:00
17082927,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/leopard-midi-dress_17082927,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/leopard-midi-dress_17082927,Leopard midi dress - Women | MANGO USA,,49.99,89.99,-44,44.45,True,4990.0,,53.73,,,,False,-3.74,Composition: 100% polyester,"China
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:23:50.066184-04:00,2026-04-02T08:23:50.066222+00:00,92.87034,2026-04-02T08:22:00+00:00
27037154,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/printed-strapless-jumpsuit_27037154,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/printed-strapless-jumpsuit_27037154,Printed strapless jumpsuit - Women | MANGO USA,,89.99,,,,False,4990.0,,53.73,,,,False,36.26,"Composition: 88% viscose, 12% polyamide | Lining: 100% cotton","China
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:32:14.186696-04:00,2026-04-02T08:32:14.186737+00:00,92.87906,2026-04-02T08:30:00+00:00
27042538,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/belt-shirt-dress_27042538?c=70,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/belt-shirt-dress_27042538?c=70,Belt shirt dress - Women | MANGO USA,,89.99,,,,False,4990.0,,53.73,,,,False,36.26,100% cotton fabric. Midi design. A-line design. Shirt collar. Short sleeves. Belt loops. Adjustable belt. Front button closure | Composition: 100% cotton,"China
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:38:12.206000-04:00,2026-04-02T08:38:12.206024+00:00,92.87059,2026-04-02T08:36:00+00:00
27042539,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/casual/floral-embroidery-dress_27042539,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/casual/floral-embroidery-dress_27042539,Floral embroidery dress - Women | MANGO USA,,139.99,,,,False,6990.0,,75.3,,,,False,64.69,"100% cotton fabric. Midi design. A-line design. Low-cut Neckline. Sleeveless. Wide strap. Back zipper closure. Inner lining | Composition: 100% cotton | Lining: 80% polyester, 20% cotton | Embroidery: 50% cotton, 50% polyester","China
Dye",text=DETAILS,,text=DETAILS,text=COMPOSITION AND CARE,2026-04-02T04:38:54.336828-04:00,2026-04-02T08:38:54.336854+00:00,92.82265,2026-04-02T08:37:00+00:00
27051199,Women,comparison_dresses,Women_dresses,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-scarf_27051199,https://shop.mango.com/in/en/p/women/dresses-and-jumpsuits/dresses/asymmetrical-dress-with-scarf_27051199,Asymmetrical dress with scarf - Women | MANGO USA,,99.99,,,,False,5990.0,,64.55,,,,False,35.44,Composition: 100% polyester | Lining: 100% polyester,"Vietnam
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:40:41.834589-04:00,2026-04-02T08:40:41.834615+00:00,92.79387,2026-04-02T08:39:00+00:00
