Product_ID,Segment,Source File,Specific_Category,US_url,IN_url,name,colour_from_title,US_price_current_usd,US_price_original_usd,US_discount_pct_display,US_discount_pct_calc,US_on_sale,IN_price_current_inr,IN_price_original_inr,IN_price_current_usd,IN_price_original_usd,IN_discount_pct_display,IN_discount_pct_calc,IN_on_sale,Savings_USD,materials_text,made_in,US_detail_selector,US_composition_selector,IN_detail_selector,IN_composition_selector,row_collected_at_local,row_collected_at_utc,fx_rate_live_usd_inr,fx_rate_timestamp_utc
17061177,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/fine-knit-top_17061177,https://shop.mango.com/in/en/p/women/tops/basics/fine-knit-top_17061177,Fine-knit top - Women | MANGO USA,,19.99,45.99,-57,56.53,True,2390.0,,25.73,,,,False,-5.74,"100% linen crop top | Composition: 71% viscose, 29% polyamide","Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:21:01.126236-04:00,2026-04-02T08:21:01.126288+00:00,92.88678,2026-04-02T08:19:00+00:00
17081174,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/asymmetrical-strapless-top_17081174,https://shop.mango.com/in/en/p/women/tops/asymmetrical-strapless-top_17081174,Asymmetrical strapless top - Women | MANGO USA,,39.99,69.99,-43,42.86,True,3990.0,,42.98,,,,False,-2.99,"Crafted from a 100% cotton fabric, this top features a fitted and asymmetrical design. Its strapless bandeau style is complemented by side ruching and a side zipper fastening. Ideal for a total look | Composition: 100% cotton | Lining: 100% cotton","China
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:23:08.166296-04:00,2026-04-02T08:23:08.166329+00:00,92.84434,2026-04-02T08:21:00+00:00
27024076,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/satin-top-with-straps_27024076,https://shop.mango.com/in/en/p/women/tops/basics/satin-top-with-straps_27024076,Satin top with straps - Women | MANGO USA,,69.99,,,,False,3990.0,,42.95,,,,False,27.04,Composition: 100% polyester | Lining: 100% polyester,"China
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:29:25.786514-04:00,2026-04-02T08:29:25.787498+00:00,92.90757,2026-04-02T08:28:00+00:00
27025844,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/ribbed-knitted-top-with-zip_27025844,https://shop.mango.com/in/en/p/women/tops/basics/ribbed-knitted-top-with-zip_27025844,Ribbed knitted top with zip - Women | MANGO USA,,79.99,,,,False,4290.0,,46.17,,,,False,33.82,Composition: 100% cotton,"China
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:30:07.722733-04:00,2026-04-02T08:30:07.722777+00:00,92.90757,2026-04-02T08:28:00+00:00
27037158,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/halter-neck-denim-top_27037158,https://shop.mango.com/in/en/p/women/tops/basics/halter-neck-denim-top_27037158,Halter-neck denim top - Women | MANGO USA,,59.99,,,,False,3290.0,,35.41,,,,False,24.58,100% linen crop top | Composition: 100% cotton,"Bangladesh
CARE

Machine washing max",text=DETAILS,,text=DETAILS,,2026-04-02T04:32:55.728184-04:00,2026-04-02T08:32:55.728222+00:00,92.91093,2026-04-02T08:31:00+00:00
27041228,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/shirts---blouses/long-sleeve/slim-fit-poplin-shirt_27041228,https://shop.mango.com/in/en/p/women/shirts---blouses/shirts/slim-fit-poplin-shirt_27041228?c=30,Slim-fit poplin shirt - Women | MANGO USA,,49.99,,,,False,2990.0,,32.19,,,,False,17.8,"Composition: 96% cotton, 4% elastane","Bangladesh
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:35:00.796636-04:00,2026-04-02T08:35:00.796674+00:00,92.88192,2026-04-02T08:33:00+00:00
27044044,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/shirts---blouses/blouses/a-line-cotton-blouse_27044044,https://shop.mango.com/in/en/p/women/shirts---blouses/blouses/a-line-cotton-blouse_27044044,A-line cotton blouse - Women | MANGO USA,,59.99,,,,False,3290.0,,35.44,,,,False,24.55,Composition: 100% cotton | Lining: 100% cotton,"China
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:39:18.296761-04:00,2026-04-02T08:39:18.296870+00:00,92.82265,2026-04-02T08:37:00+00:00
27047783,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/basics/top-with-straps-and-buttons_27047783,https://shop.mango.com/in/en/p/women/tops/basics/top-with-straps-and-buttons_27047783,Top with straps and buttons - Women | MANGO USA,,59.99,,,,False,3490.0,,37.6,,,,False,22.39,"Composition: 69% viscose, 31% polyamide","Cambodia
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:39:59.677228-04:00,2026-04-02T08:39:59.677264+00:00,92.81418,2026-04-02T08:38:00+00:00
27051274,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/shirts---blouses/long-sleeve/satin-finish-flowy-shirt_27051274,https://shop.mango.com/in/en/p/women/shirts---blouses/shirts/satin-finish-flowy-shirt_27051274?c=52,Satin finish flowy shirt - Women | MANGO USA,,59.99,,,,False,3290.0,,35.44,,,,False,24.55,Composition: 100% polyester,"Vietnam
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:42:48.868835-04:00,2026-04-02T08:42:48.868990+00:00,92.8256,2026-04-02T08:41:00+00:00
27061263,Women,comparison_tops,Women_tops,https://shop.mango.com/us/en/p/women/tops/knitwear/turtleneck-knit-top_27061263,https://shop.mango.com/in/en/p/women/tops/knitwear/turtleneck-knit-top_27061263,Turtleneck knit top - Women | MANGO USA,,39.99,59.99,-33,33.34,True,3290.0,,35.44,,,,False,4.55,"Composition: 42% polyester, 36% acrylic, 22% polyamide","China
Dye",text=DETAILS,,text=DETAILS,,2026-04-02T04:44:12.882325-04:00,2026-04-02T08:44:12.882368+00:00,92.82767,2026-04-02T08:42:00+00:00
